"name";"id_in_source"
"Rheum rhabarbarum L. (Gemeiner Rhabarber)";"344000"
"Rhinanthus";"1001087"
"Rhinanthus alectorolophus (Scop.) Pollich (Zottiger Klappertopf)";"344100"
"Rhinanthus alectorolophus aggr.";"1003205"
"Rhinanthus alpinus";"1003210"
"Rhinanthus alpinus aggr.";"1003209"
"Rhinanthus angustifolius auct.";"344300"
"Rhinanthus angustifolius C. C. Gmel. (Kahler Klappertopf)";"344200"
"Rhinanthus antiquus (Sterneck) Schinz & Thell. (Altertümlicher Klappertopf)";"344400"
"Rhinanthus antiquus aggr.";"1003215"
"Rhinanthus aristatus Celak.";"344500"
"Rhinanthus burnatii";"1003211"
"Rhinanthus carinthiacus";"1003212"
"Rhinanthus facchinii";"1003206"
"Rhinanthus freynii";"1003207"
"Rhinanthus glaber Lam.";"344600"
"Rhinanthus glacialis Personnat (Schmalblättriger Klappertopf)";"344700"
"Rhinanthus helenae";"1003208"
"Rhinanthus minor L. (Kleiner Klappertopf)";"344800"
"Rhinanthus ovifugus Chabert (Gemiedener Klappertopf)";"344900"
"Rhinanthus pampaninii";"1003213"
"Rhinanthus pseudoantiquus";"1003216"
"Rhinanthus pumilus";"1003214"
"Rhinanthus serotinus (Schönh.) Oborny";"345000"
"Rhinanthus songeonii Chabert (Songeons Klappertopf)";"345100"
"Rhizobotrya alpina";"1003217"
"Rhodiola rosea L. (Rosenwurz)";"345200"
"Rhododendron ferrugineum aggr.";"1003218"
"Rhododendron ferrugineum L. (Rostblättrige Alpenrose)";"345300"
"Rhododendron hirsutum L. (Bewimperte Alpenrose)";"345400"
"Rhododendron luteum";"1003219"
"Rhododendron x intermedium Tausch";"345450"
"Rhodothamnus chamaecistus (L.) Rchb. (Zwerg-Alpenrose)";"345500"
"Rhus typhina L. (Essigbaum, Hirschkolben-Sumach)";"345600"
"Rhynchosinapis cheiranthos (Vill.) Dandy";"345700"
"Rhynchospora";"1001088"
"Rhynchospora alba (L.) Vahl (Weisses Schnabelried)";"345800"
"Rhynchospora fusca (L.) W. T. Aiton (Rotbraunes Schnabelried)";"345900"
"Ribes alpinum L. (Alpen-Johannisbeere)";"346000"
"Ribes aureum";"1003220"
"Ribes nigrum L. (Cassis, Schwarze Johannisbeere)";"346100"
"Ribes petraeum Wulfen (Felsen-Johannisbeere)";"346200"
"Ribes rubrum aggr.";"1003221"
"Ribes rubrum L. (Rote Johannisbeere)";"346300"
"Ribes sanguineum";"1003223"
"Ribes sp.";"1004017"
"Ribes spicatum";"1003222"
"Ribes uva-crispa L. (Stachelbeere)";"346400"
"Ricinus communis";"1003224"
"Ridolfia segetum";"1003225"
"Robinia pseudoacacia L. (Falsche Akazie, Robinie)";"346500"
"Rodgersia podophylla";"1003226"
"Roemeria hybrida";"1003227"
"Romulea bulbocodium";"1003228"
"Rorippa amphibia (L.) Besser (Wasserkresse)";"346600"
"Rorippa armoracioides";"1003233"
"Rorippa austriaca (Crantz) Besser (Österreichische Sumpfkresse)";"346700"
"Rorippa islandica (Gunnerus) Borbás (Gemeine Sumpfkresse)";"346800"
"Rorippa islandica aggr.";"346805"
"Rorippa lippizensis";"1003231"
"Rorippa palustris (L.) Besser (Echte Sumpfkresse)";"346900"
"Rorippa palustris aggr.";"1003229"
"Rorippa prostrata (Bergeret) Schinz & Thell.";"347000"
"Rorippa pyrenaica auct.";"347100"
"Rorippa sp.";"1004025"
"Rorippa stylosa (Pers.) Mansf. & Rothm. (Pyrenäen-Sumpfkresse)";"347150"
"Rorippa stylosa aggr.";"1003230"
"Rorippa sylvestris (L.) Besser (Wilde Sumpfkresse)";"347200"
"Rorippa sylvestris aggr.";"1003232"
"Rorippa x anceps (Wahlenb.) Rchb. (Niederliegende Sumpfkresse)";"347300"
"Rosa abietina H. Christ (Tannen-Rose)";"347400"
"Rosa agrestis Savi (Hohe Hecken-Rose)";"347500"
"Rosa arvensis Huds. (Feld-Rose, Weisse Wildrose)";"347600"
"Rosa blanda";"1003234"
"Rosa caesia aggr.";"347700"
"Rosa caesia Sm. (Lederblättrige Rose)";"347650"
"Rosa canina aggr.";"1003235"
"Rosa canina L. (Hunds-Rose)";"347800"
"Rosa chavinii Rapin (Chavins Rose)";"347900"
"Rosa cinnamomea auct.";"348000"
"Rosa coriifolia aggr.";"348200"
"Rosa coriifolia Fr.";"348100"
"Rosa corymbifera Borkh. (Busch-Rose)";"348300"
"Rosa dumalis Bechst. (Blaugrüne Rose)";"348350"
"Rosa eglanteria auct.";"348400"
"Rosa elliptica Tausch (Duft-Rose)";"348500"
"Rosa foetida Herrm.";"348550"
"Rosa gallica L. (Essig-Rose)";"348600"
"Rosa glauca Pourr. (Bereifte Rose)";"348700"
"Rosa inodora";"1003238"
"Rosa jundzillii Besser (Jundzills Rose)";"348800"
"Rosa majalis Herrm. (Zimt-Rose)";"348900"
"Rosa micrantha Sm. (Kleinblütige Rose)";"349000"
"Rosa mollis Sm. (Weiche Rose)";"349100"
"Rosa montana Chaix (Südalpine Rose)";"349200"
"Rosa multiflora Thunb.";"349250"
"Rosa obtusifolia aggr.";"349305"
"Rosa obtusifolia auct.";"349300"
"Rosa omissa Déségl.";"349400"
"Rosa pendulina L. (Alpen-Hagrose)";"349500"
"Rosa pimpinellifolia L.";"349600"
"Rosa pomifera sensu H. E. Hess & Landolt";"349700"
"Rosa pouzinii";"1003236"
"Rosa pseudoscabriuscula";"1003244"
"Rosa rhaetica Gremli (Bündner-Rose, Rätische Rose)";"349800"
"Rosa rubiginosa aggr.";"1003237"
"Rosa rubiginosa L. (Wein-Rose)";"349900"
"Rosa rubrifolia Vill.";"350000"
"Rosa rugosa Thunb.";"350050"
"Rosa sempervirens";"1003241"
"Rosa serafinii";"1003239"
"Rosa sherardii Davies (Sherards Rose)";"350100"
"Rosa sicula";"1003240"
"Rosa sp.";"1001017"
"Rosa spinosissima L. (Reichstachlige Rose)";"350200"
"Rosa stylosa Desv. (Säulengrifflige Rose)";"350300"
"Rosa subcanina (H. Christ) R. Keller (Falsche Hunds-Rose)";"350400"
"Rosa subcollina (H. Christ) R. Keller (Falsche Hügel-Rose)";"350500"
"Rosa tomentella aggr.";"1003242"
"Rosa tomentella Léman (Stumpfblättrige Rose)";"350550"
"Rosa tomentosa Sm. (Filzige Rose)";"350600"
"Rosa uriensis (H. Christ) Puget (Uri-Rose)";"350700"
"Rosa villosa aggr.";"1003243"
"Rosa villosa L. (Apfel-Rose)";"350800"
"Rosa virginiana";"1003245"
"Rosa vosagiaca aggr.";"351000"
"Rosa vosagiaca auct.";"350900"
"Rosmarinus officinalis L. (Rosmarin)";"351100"
"Rostraria cristata (L.) Tzvelev (Echtes Büschelgras)";"351200"
"Rubia peregrina L. (Wilder Krapp)";"351300"
"Rubia tinctorum L. (Färber-Krapp)";"351400"
"Rubus";"1001089"
"Rubus adornatus auct.";"351500"
"Rubus adscitus Genev.";"351600"
"Rubus affinis Weihe & Nees";"351700"
"Rubus albiflorus";"1003246"
"Rubus amphistrophos";"1003247"
"Rubus apiculatus auct.";"351800"
"Rubus argutipilus Sudre";"351900"
"Rubus armeniacus Focke (Armenische Brombeere)";"1001159"
"Rubus barbeyi";"1003248"
"Rubus baruthicus";"1003249"
"Rubus bavaricus";"1003250"
"Rubus bellardii auct.";"352000"
"Rubus bertramii";"1003251"
"Rubus bifrons Vest (Zweifarbige Brombeere)";"352100"
"Rubus bregutiensis";"1003252"
"Rubus caesius L. (Hechtblaue Brombeere)";"352200"
"Rubus caflischii";"1003253"
"Rubus canaliculatus";"1003254"
"Rubus candicans auct.";"352300"
"Rubus canescens DC. (Filzige Brombeere)";"352400"
"Rubus clusii";"1003255"
"Rubus condensatus";"1003256"
"Rubus conspicuus P. J. Müll.";"352500"
"Rubus constrictus auct.";"352600"
"Rubus curtiglandulosus Sudre";"352700"
"Rubus cuspidatus";"1003257"
"Rubus distractus Wirtg. (Menkes Brombeere)";"352800"
"Rubus divaricatus";"1003258"
"Rubus doerrii";"1003259"
"Rubus elatior";"1003260"
"Rubus elegans";"1003261"
"Rubus epipsilos";"1003262"
"Rubus fasciculatus";"1003263"
"Rubus ferox";"1003264"
"Rubus finitimus Sudre";"352900"
"Rubus flaccidus";"1003265"
"Rubus flexuosus";"1003266"
"Rubus foliosus Weihe (Blattreiche Brombeere)";"353000"
"Rubus fruticosus";"1000082"
"Rubus fruticosus aggr.";"353120"
"Rubus fruticosus aggr. auct. helv.";"353110"
"Rubus fruticosus aggr. sensu Landolt";"353100"
"Rubus furvus Sudre";"353200"
"Rubus fuscoater Weihe & Nees";"353300"
"Rubus fuscus auct.";"353400"
"Rubus genevieri Boreau";"353500"
"Rubus glandulosus s. l.";"1003267"
"Rubus glaucellus Sudre";"353600"
"Rubus godronii Lecoq & Lamotte";"353700"
"Rubus gothicus";"1003268"
"Rubus grabowskii";"1003269"
"Rubus gracilis";"1003270"
"Rubus graecensis";"1003271"
"Rubus granulatus Lefèvre & P. J. Müll.";"353800"
"Rubus gremlii";"1003272"
"Rubus grossus";"1003273"
"Rubus guentheri auct.";"353900"
"Rubus helveticus Gremli";"354000"
"Rubus hercynicus auct.";"354100"
"Rubus hirtus Waldst. & Kit. (Drüsige Brombeere)";"354200"
"Rubus holosericeus";"1003274"
"Rubus homalus Sudre";"354300"
"Rubus hystrix s. l.";"1003275"
"Rubus idaeus L. (Himbeere)";"354400"
"Rubus insericatus auct.";"354500"
"Rubus integribasis";"1003276"
"Rubus interruptus Sudre";"354600"
"Rubus juennensis";"1003277"
"Rubus kaltenbachii Metsch";"354700"
"Rubus koehleri auct.";"354800"
"Rubus laciniatus Willd. (Schlitzblättrige Brombeere)";"354900"
"Rubus landoltii";"1003278"
"Rubus leptadenes Sudre";"355000"
"Rubus liubensis";"1003279"
"Rubus macrophyllus Weihe & Nees (Grossblättrige Brombeere)";"355100"
"Rubus menkei auct.";"355200"
"Rubus mercieri Genev. (Merciers Brombeere)";"355300"
"Rubus miostylus Boulay";"355400"
"Rubus mollis";"1003280"
"Rubus montanus Lej. (Weissliche Brombeere)";"355500"
"Rubus myricae auct.";"355600"
"Rubus nemoralis";"1003281"
"Rubus nessensis Hall (Aufrechte Brombeere)";"355700"
"Rubus nitidus auct.";"355800"
"Rubus obscurus auct.";"355900"
"Rubus obtusangulus Gremli (Stumpfkantige Brombeere)";"356000"
"Rubus odoratus";"1003304"
"Rubus oenensis";"1003282"
"Rubus orthostachys";"1003283"
"Rubus pallidus s. l.";"1003284"
"Rubus parviflorus";"1003305"
"Rubus pedemontanus Pinkw. (Bellardis Brombeere)";"356100"
"Rubus phoenicolasius Maxim. (Rotborstige Himbeere)";"356200"
"Rubus phyllostachys P. J. Müll.";"356300"
"Rubus pilocarpus Gremli";"356400"
"Rubus platycephalus";"1003285"
"Rubus plicatus Weihe & Nees";"356500"
"Rubus praecox Bertol. (Frühe Brombeere)";"356600"
"Rubus pseudinfestus";"1003286"
"Rubus pseudopsis";"1003287"
"Rubus pubescens auct.";"356700"
"Rubus purpuratus Sudre";"356800"
"Rubus radula Weihe (Raspel-Brombeere)";"356900"
"Rubus reuteri";"1003288"
"Rubus rhombicus";"1003289"
"Rubus rivularis Wirtg. & P. J. Müll.";"357000"
"Rubus rosaceus auct.";"357100"
"Rubus rotundifoliatus";"1003290"
"Rubus rubiginosus auct.";"357200"
"Rubus rudis Weihe (Rauhe Brombeere)";"357300"
"Rubus salisburgensis";"1003291"
"Rubus salzmannii";"1003292"
"Rubus saxatilis L. (Steinbeere)";"357400"
"Rubus schleicheri auct.";"357500"
"Rubus serpens auct.";"357600"
"Rubus silesiacus auct.";"357700"
"Rubus silvaticus auct.";"357800"
"Rubus solvensis";"1003293"
"Rubus ssp.";"1001018"
"Rubus styriacus";"1003294"
"Rubus subcordatus";"1003295"
"Rubus suberectus G. Anderson";"357900"
"Rubus suevicola";"1003296"
"Rubus sulcatus Vest (Gefurchte Brombeere)";"358000"
"Rubus sylvulicola";"1003297"
"Rubus tereticaulis P. J. Müll. (Rundstenglige Brombeere)";"358100"
"Rubus thelybatos";"1003298"
"Rubus thyrsanthus auct.";"358200"
"Rubus thyrsiflorus Weihe & Nees";"358300"
"Rubus tomentosus Borkh.";"358400"
"Rubus ulmifolius aggr. sensu K. Lauber & G. Wagner";"358510"
"Rubus ulmifolius aggr. sensu Landolt";"358505"
"Rubus ulmifolius Schott (Ulmenblättrige Brombeere)";"358500"
"Rubus venosus";"1003299"
"Rubus vestitus Weihe (Samtige Brombeere)";"358600"
"Rubus villarsianus";"1003300"
"Rubus villicaulis";"1003301"
"Rubus weizensis";"1003302"
"Rubus widderi";"1003303"
"Rudbeckia hirta L. (Rauher Sonnenhut)";"358700"
"Rudbeckia laciniata L. (Schlitzblättriger Sonnenhut)";"358800"
"Rudbeckia sp.";"1003963"
"Rumex acetosa aggr.";"1003306"
"Rumex acetosa L. (Wiesen-Sauerampfer)";"358900"
"Rumex acetosella aggr.";"359105"
"Rumex acetosella L. s.l.";"359000"
"Rumex acetosella L. s.str. (Kleiner Sauerampfer)";"359100"
"Rumex acetosella L. subsp. pyrenaicus (Lapeyr.) Akeroyd (Hüllfrüchtiger Sauerampfer)";"359200"
"Rumex acetoselloides";"1003308"
"Rumex alpestris Jacq. (Berg-Sauerampfer)";"359300"
"Rumex alpinus L. (Alpen-Ampfer)";"359400"
"Rumex angiocarpus auct.";"359500"
"Rumex aquaticus L. (Wasser-Ampfer)";"359600"
"Rumex arifolius All.";"359700"
"Rumex bucephalophorus";"1003309"
"Rumex conglomeratus Murray (Knäuelblütiger Ampfer)";"359800"
"Rumex crispus aggr.";"1003310"
"Rumex crispus L. (Krauser Ampfer)";"359900"
"Rumex hydrolapathum Huds. (griechischer Ampfer)";"1000052"
"Rumex hydrolapathum Huds. (Riesen-Ampfer)";"360000"
"Rumex intermedius";"1003307"
"Rumex kerneri";"1003318"
"Rumex longifolius DC. (Langblättriger Ampfer)";"360100"
"Rumex maritimus aggr.";"1003312"
"Rumex maritimus L. (Strand-Ampfer)";"360200"
"Rumex nebroides";"1000051"
"Rumex nivalis Hegetschw. (Schnee-Ampfer)";"360300"
"Rumex obtusifolius aggr.";"1003313"
"Rumex obtusifolius L. (Stumpfblättriger Ampfer)";"360400"
"Rumex palustris Sm. (Sumpf-Ampfer)";"360500"
"Rumex patientia aggr.";"1003317"
"Rumex patientia L. (Garten-Ampfer)";"360600"
"Rumex pulcher L. (Schöner Ampfer)";"360700"
"Rumex sanguineus L. (Blut-Ampfer)";"360800"
"Rumex scutatus L. (Schildblättriger Ampfer)";"360900"
"Rumex sp.";"1001090"
"Rumex stenophyllus";"1003311"
"Rumex subalpinus";"1003314"
"Rumex sylvestris";"1003315"
"Rumex tenuifolius (Wallr.) Á. Löve";"361000"
"Rumex thyrsiflorus Fingerh. (Rispen-Sauerampfer)";"361100"
"Rumex transiens";"1003316"
"Rumex tuberosus";"1003319"
"Ruscus aculeatus L. (Mäusedorn)";"361200"
"Ruscus hypoglossum";"1003320"
"Ruta angustifolia";"1003321"
"Ruta chalepensis";"1003322"
"Ruta graveolens L. (Weinraute)";"361300"
"Ruta montana";"1003323"
"Saccharum strictum";"1003324"
"Sagina apetala aggr.";"1003325"
"Sagina apetala Ard. s.l.";"361400"
"Sagina apetala Ard. s.str. (Bewimpertes Mastkraut)";"361500"
"Sagina apetala Ard. subsp. erecta F. Herm. (Kronblattloses Mastkraut)";"361600"
"Sagina ciliata Fr.";"361700"
"Sagina glabra (Willd.) Fenzl (Südalpines Mastkraut)";"361800"
"Sagina intermedia Fenzl";"1001160"
"Sagina linnaei C. Presl";"361900"
"Sagina micropetala Rauschert";"362000"
"Sagina nodosa (L.) Fenzl (Knotiges Mastkraut)";"362100"
"Sagina procumbens aggr.";"1003326"
"Sagina procumbens L. (Niederliegendes Mastkraut)";"362200"
"Sagina saginoides (L.) H. Karst. (Alpen-Mastkraut)";"362300"
"Sagina sp.";"1004012"
"Sagina subulata (Sw.) C. Presl (Pfriemblättriges Mastkraut)";"362400"
"Sagittaria";"1001091"
"Sagittaria latifolia Willd. (Breitblättriges Pfeilkraut)";"362500"
"Sagittaria platyphylla (Engelm.) J. G. Sm. (Lanzettblättriges Pfeilkraut)";"362600"
"Sagittaria sagittifolia aggr.";"1003327"
"Sagittaria sagittifolia L. (Gewöhnliches Pfeilkraut)";"362700"
"Salix alba aggr.";"1003328"
"Salix alba L. (Silber-Weide, Weiss-Weide)";"362800"
"Salix alba x fragilis";"1003933"
"Salix alpina aggr.";"1003331"
"Salix alpina Scop. (Alpen-Weide)";"362900"
"Salix angustifolia";"1003334"
"Salix apennina A. K. Skvortsov (Apenninen-Weide)";"363000"
"Salix appendiculata aggr.";"1003332"
"Salix appendiculata Vill. (Gebirgs-Weide, Grossblättrige Weide)";"363100"
"Salix arenaria L.";"363150"
"Salix aurita L. (Ohr-Weide)";"363200"
"Salix babylonica L. (Echte Trauer-Weide, Tränen-Weide)";"363300"
"Salix bicolor Willd. (Zweifarbige Weide)";"363400"
"Salix breviserrata Flod. (Myrten-Weide)";"363500"
"Salix caerulea";"1003329"
"Salix caesia Vill. (Blaugrüne Weide)";"363600"
"Salix caprea L. (Sal-Weide)";"363700"
"Salix cinerea L. (Aschgraue Weide)";"363800"
"Salix daphnoides Vill. (Reif-Weide)";"363900"
"Salix elaeagnos aggr.";"1003333"
"Salix elaeagnos Scop. (Lavendel-Weide)";"364000"
"Salix elegantissima K. Koch (Japanische Trauer-Weide, Schirm-Weide)";"364100"
"Salix foetida DC. (Stink-Weide)";"364200"
"Salix fragilis L. (Bruch-Weide)";"364300"
"Salix glabra Scop. (Kahle Weide)";"364400"
"Salix glaucosericea Flod. (Seidenhaarige Weide)";"364500"
"Salix hastata L. (Spiessblättrige Weide)";"364600"
"Salix helvetica Vill. (Schweizer-Weide)";"364700"
"Salix herbacea L. (Kraut-Weide)";"364800"
"Salix laggeri Wimm. (Laggers Weide, Weissfilzige Weide)";"364900"
"Salix mielichhoferi";"1003336"
"Salix myrsinifolia aggr.";"1003335"
"Salix myrsinifolia Salisb. (Schwarz-Weide, Schwarzwerdende Weide)";"365000"
"Salix myrsinifolia Salisb. s.l.";"365050"
"Salix myrsinifolia Salisb. s.str.";"365060"
"Salix myrsinifolia Salisb. subsp. alpicola auct.";"365070"
"Salix myrtilloides L. (Heidelbeerblättrige Weide)";"365100"
"Salix nigricans Sm.";"365200"
"Salix nigricans Sm. s.l.";"365300"
"Salix nigricans Sm. subsp. alpicola Buser";"365400"
"Salix pentandra L. (Lorbeer-Weide)";"365500"
"Salix phylicifolia aggr.";"1003337"
"Salix phylicifolia L. (Nordische Grün-Weide)";"365600"
"Salix pubescens Schleich.";"365700"
"Salix purpurea aggr.";"1003338"
"Salix purpurea L. (Purpur-Weide)";"365800"
"Salix purpurea L. s.str. ";"365850"
"Salix purpurea L. subsp. gracilis (Wimm.) Buser";"365900"
"Salix repens aggr.";"1003339"
"Salix repens L. (Moor-Weide)";"366000"
"Salix repens L. s.l.";"366050"
"Salix repens L. s.str.";"366060"
"Salix repens L. subsp. argentea auct.";"366070"
"Salix reticulata L. (Netz-Weide)";"366100"
"Salix retusa aggr.";"1003340"
"Salix retusa L. (Stumpfblättrige Weide)";"366200"
"Salix rosmarinifolia (Rosmarinweide)";"1000047"
"Salix serpillifolia Scop. (Quendelblättrige Weide)";"366300"
"Salix sp.";"1001020"
"Salix starkeana (Starkes Weide)";"1000048"
"Salix triandra";"1003870"
"Salix triandra aggr.";"1003341"
"Salix triandra L. (Mandel-Weide)";"366400"
"Salix viminalis L. (Hanf-Weide, Korb-Weide)";"366500"
"Salix vitellina";"1003330"
"Salix waldsteiniana aggr.";"1003342"
"Salix waldsteiniana Willd. (Waldsteins Weide)";"366600"
"Salix x hegetschweileri Heer (Hegetschweilers Weide)";"366700"
"Salix x sepulcralis Simonk.";"366800"
"Salpichroa origanifolia";"1003343"
"Salsola kali auct.";"366900"
"Salsola kali L. subsp. ruthenica (Iljin) Soó";"367000"
"Salsola ruthenica Iljin (Salzkraut)";"367100"
"Salvia aethiopis L. (Mohren-Salbei)";"367200"
"Salvia bertolonii";"1003346"
"Salvia glutinosa L. (Klebrige Salbei)";"367300"
"Salvia nemorosa L.";"367400"
"Salvia officinalis";"1003871"
"Salvia officinalis L. (Garten-Salbei)";"367500"
"Salvia pratensis aggr.";"1003345"
"Salvia pratensis L. (Wiesen-Salbei)";"367600"
"Salvia saccardiana";"1003347"
"Salvia sclarea L. (Muskateller-Salbei)";"367700"
"Salvia sylvestris L. (Hain-Salbei)";"367800"
"Salvia tomentosa";"1003344"
"Salvia verbenaca L. (Eisenkraut-Salbei)";"367900"
"Salvia verticillata L. (Quirlige Salbei)";"368000"
"Salvinia natans (L.) All. (Schwimmfarn)";"368100"
"Sambucus ebulus L. (Attich, Zwerg-Holunder)";"368200"
"Sambucus nigra L. (Schwarzer Holunder)";"368300"
"Sambucus racemosa L. (Roter Holunder, Trauben-Holunder)";"368400"
"Samolus valerandi L. (Bunge)";"368500"
"Sanguisorba dodecandra Moretti (Bergamasker Wiesenknopf)";"368600"
"Sanguisorba minor aggr.";"1003348"
"Sanguisorba minor Scop. s.l.";"368650"
"Sanguisorba minor Scop. s.str. (Kleiner Wiesenknopf)";"368700"
"Sanguisorba minor Scop. subsp. muricata (Rouy & E. G. Camus) Briq.";"368750"
"Sanguisorba minor Scop. subsp. polygama (Waldst. & Kit.) Cout. (Geflügelter Wiesenknopf)";"368800"
"Sanguisorba montana";"1003351"
"Sanguisorba muricata (Spach) Gremli";"368900"
"Sanguisorba officinalis aggr.";"1003350"
"Sanguisorba officinalis L. (Grosser Wiesenknopf)";"369000"
"Sanguisorba verrucosa";"1003349"
"Sanicula europaea L. (Sanikel)";"369100"
"Santolina chamaecyparissus L. (Zypressen-Heiligenkraut)";"369200"
"Sanvitalia procumbens";"1003352"
"Saponaria lutea L. (Gelbes Seifenkraut)";"369300"
"Saponaria ocymoides L. (Rotes Seifenkraut)";"369400"
"Saponaria officinalis L. (Gebräuchliches Seifenkraut)";"369500"
"Saponaria pumila";"1003353"
"Sarracenia purpurea L. (Krugpflanze)";"369600"
"Satureja acinos (L.) Scheele";"369700"
"Satureja alpina (L.) Scheele";"369800"
"Satureja ascendens (Jord.) K. Maly";"369900"
"Satureja calamintha (L.) Scheele";"370000"
"Satureja calamintha sensu H. E. Hess & Landolt";"370100"
"Satureja grandiflora (L.) Scheele";"370200"
"Satureja hortensis L. (Bohnenkraut)";"370300"
"Satureja menthifolia (Host) Fritsch";"370400"
"Satureja montana aggr.";"1003354"
"Satureja montana L. (Winter-Bohnenkraut)";"370500"
"Satureja nepeta (L.) Scheele";"370600"
"Satureja nepeta sensu H. E. Hess & Landolt";"370700"
"Satureja nepetoides (Jord.) Fritsch";"370800"
"Satureja variegata";"1003355"
"Satureja vulgaris (L.) Fritsch";"370900"
"Saururus cernuus L. (Drachenschwanz)";"371000"
"Saussurea alpina (L.) DC. s.l.";"371050"
"Saussurea alpina (L.) DC. s.str. (Gewöhnliche Alpenscharte)";"371100"
"Saussurea alpina (L.) DC. subsp. depressa (Gren.) Nyman (Niedere Alpenscharte)";"371200"
"Saussurea alpina aggr.";"1003356"
"Saussurea depressa Gren.";"371300"
"Saussurea discolor (Willd.) DC. (Weissfilzige Alpenscharte)";"371400"
"Saussurea macrophylla";"1003357"
"Saussurea pygmaea";"1003358"
"Saxifraga adscendens L. (Aufsteigender Steinbrech)";"371500"
"Saxifraga aizoides L. (Bewimperter Steinbrech)";"371600"
"Saxifraga aizoon Jacq.";"371700"
"Saxifraga amphibia Sünd.";"371750"
"Saxifraga androsacea aggr.";"1003359"
"Saxifraga androsacea L. (Mannsschild-Steinbrech)";"371800"
"Saxifraga apennina";"1003366"
"Saxifraga aphylla Sternb. (Schmalkronblättriger Steinbrech)";"371900"
"Saxifraga arachnoidea (Spinnwebsteinbrech)";"1000078"
"Saxifraga aspera L. (Rauher Steinbrech)";"372000"
"Saxifraga atropurpurea";"1003368"
"Saxifraga berica";"1003383"
"Saxifraga biflora All. s.l.";"372050"
"Saxifraga biflora All. s.str. (Zweiblütiger Steinbrech)";"372100"
"Saxifraga biflora All. subsp. macropetala (Engl.) Rouy & E. G. Camus (Grossblütiger Steinbrech)";"372200"
"Saxifraga blepharophylla";"1003377"
"Saxifraga bryoides aggr.";"1003361"
"Saxifraga bryoides L. (Moosartiger Steinbrech)";"372300"
"Saxifraga bulbifera L. (Zwiebel-Steinbrech)";"372400"
"Saxifraga burseriana (Bursers Steinbrech)";"1000075"
"Saxifraga caesia aggr.";"1003362"
"Saxifraga caesia L. (Blaugrüner Steinbrech)";"372500"
"Saxifraga callosa";"1003380"
"Saxifraga carniolica";"1003369"
"Saxifraga carpatica";"1003363"
"Saxifraga cernua L. (Arktischer Knöllchen-Steinbrech)";"372600"
"Saxifraga cochlearis";"1003364"
"Saxifraga cotyledon L. (Strauss-Steinbrech)";"372700"
"Saxifraga crustata";"1003381"
"Saxifraga cuneifolia aggr.";"1003365"
"Saxifraga cuneifolia L. (Keilblättriger Steinbrech)";"372800"
"Saxifraga decipiens Ehrh.";"372900"
"Saxifraga delphinensis";"1003370"
"Saxifraga depressa";"1003360"
"Saxifraga diapensioides Bellardi (Diapensienartiger Steinbrech)";"373000"
"Saxifraga exarata aggr.";"1003367"
"Saxifraga exarata Vill. s.l.";"373050"
"Saxifraga exarata Vill. s.str. (Furchen-Steinbrech)";"373100"
"Saxifraga exarata Vill. subsp. moschata (Wulfen) Cavill. (Moschus-Steinbrech)";"373200"
"Saxifraga exarata Vill. subsp. pseudoexarata (Braun-Blanq.) D. A. Webb (Falscher Furchen-Steinbrech)";"373300"
"Saxifraga facchinii";"1003371"
"Saxifraga florulenta";"1003372"
"Saxifraga fragosoi";"1003375"
"Saxifraga granulata L. (Knöllchen-Steinbrech)";"373400"
"Saxifraga halleri Vest";"373500"
"Saxifraga hieraciifolia";"1003373"
"Saxifraga hirculus L. (Goldblumiger Steinbrech)";"373600"
"Saxifraga hirsuta L. (Nieren-Steinbrech)";"373700"
"Saxifraga hohenwartii";"1003386"
"Saxifraga hostii Tausch s.l.";"373795"
"Saxifraga hostii Tausch s.str. (Hosts Steinbrech)";"373800"
"Saxifraga hostii Tausch subsp. rhaetica (Engl.) Braun-Blanq. (Rätischer Steinbrech)";"373900"
"Saxifraga hypnoides aggr.";"1003374"
"Saxifraga hypnoides L. (Moos-Steinbrech)";"374000"
"Saxifraga macropetala Engl.";"374100"
"Saxifraga moschata Wulfen s.l.";"374200"
"Saxifraga murithiana";"1003378"
"Saxifraga muscoides All. (Flachblättriger Steinbrech)";"374300"
"Saxifraga mutata L. (Safrangelber Steinbrech)";"374400"
"Saxifraga oppositifolia aggr.";"1003376"
"Saxifraga oppositifolia L. s.l.";"374450"
"Saxifraga oppositifolia L. s.str. (Gegenblättriger Steinbrech)";"374500"
"Saxifraga oppositifolia L. subsp. amphibia (Sünd.) Braun-Blanq.";"374550"
"Saxifraga oppositifolia L. subsp. amphibia Sünd.";"374560"
"Saxifraga paniculata aggr.";"1003379"
"Saxifraga paniculata Mill. (Trauben-Steinbrech)";"374600"
"Saxifraga paradoxa";"1003382"
"Saxifraga pedemontana (piemonteser Steinbrech)";"1000077"
"Saxifraga petraea";"1003872"
"Saxifraga petraea L. (Krainer Steinbrech)";"374700"
"Saxifraga presolanensis Engl. (Presolana-Steinbrech)";"374800"
"Saxifraga prolifera";"1003388"
"Saxifraga purpurea All.";"374900"
"Saxifraga retusa Gouan s.l.";"374995"
"Saxifraga retusa Gouan s.str. (Gestutzter Steinbrech)";"375000"
"Saxifraga retusa Gouan subsp. augustana (Vacc.) P. Fourn. (Aosta-Steinbrech, Purpur-Steinbrech)";"375100"
